"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
"2"	"6818"	"3423"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12429"	"412"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> PIK3CA"
"2"	"6820"	"3427"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6233, 12433"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6821"	"3429"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 12435, 455, 1747, 2189, 12437"	"813"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6822"	"3435"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 6245, 12439"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6824"	"3436"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 6247, 12443"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6825"	"3438"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 6251"	"814"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6826"	"3590"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 6521, 12445"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6828"	"3611"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12447"	"439"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6829"	"3638"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 6609, 12449"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6830"	"3641"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 12451, 607, 2881, 6615"	"816"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6832"	"3771"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6847, 12455"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6833"	"3779"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6863, 12457"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6834"	"3781"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"459, 817"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"2"	"6835"	"3797"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6897"	"818"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"1"	"6837"	"3841"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6981, 12461"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6838"	"3857"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 7009, 12463"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> APC"
"1"	"6839"	"3857"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 7009, 12465"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6840"	"3872"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 383, 781, 1783, 4523, 7037, 12467"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53 -> PIK3CA -> KRAS -> PIK3CA -> TP53"
"2"	"6842"	"3872"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 383, 781, 1783, 4523, 7037, 12471"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53 -> PIK3CA -> KRAS -> PIK3CA -> PIK3CA"
"2"	"6843"	"3982"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 7235"	"819"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"6844"	"3985"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7241, 12473"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6845"	"3999"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7269, 12475"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"1"	"6846"	"4002"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 7275, 12477"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"6849"	"4033"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7337, 12483"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6850"	"4034"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 7339, 455, 1747, 2189, 12485"	"485"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6851"	"4045"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7355, 12487"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6853"	"4070"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7399, 12491"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6854"	"4070"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 7399, 12493"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6855"	"4072"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7403, 12495"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6856"	"4075"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"492, 820"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"6857"	"4095"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 7445, 12497"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"2"	"6858"	"4117"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7489, 12499"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6859"	"4145"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 7543, 12501"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA -> TP53"
"2"	"6860"	"4148"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 383, 781, 1783, 4523, 7549, 12503"	"0"	"PIK3CA -> APC -> PIK3CA -> TP53 -> PIK3CA -> KRAS -> APC -> APC"
"1"	"6861"	"4184"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7619, 12505"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6862"	"4190"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7631, 12507"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6863"	"4219"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 7683, 12509"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6864"	"4231"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7705, 12511"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> TP53"
"2"	"6865"	"4245"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7731, 12513"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6867"	"4261"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7757, 12517"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6868"	"4273"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7779, 12519"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6869"	"4275"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7783, 12521"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6870"	"4321"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7861, 12523"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6871"	"4384"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7973, 12525"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6872"	"4387"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 7979, 12527"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6873"	"4411"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 8021, 12529"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6874"	"4415"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 8029, 12531"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6875"	"4416"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 8031, 12533"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6876"	"4432"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 8063, 12535"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6877"	"4441"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 12537"	"532"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA -> PIK3CA"
"2"	"6879"	"4465"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 5655, 8117, 12541"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC -> KRAS -> KRAS"
"2"	"6881"	"4520"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 8217, 12545"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6882"	"4529"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8235, 12547"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6884"	"4566"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8305, 12551"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6885"	"4586"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 8343, 12553"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6886"	"4594"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8359, 12555"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6887"	"4614"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 8397, 12557"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6889"	"4682"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 12561, 455, 1747, 2189, 8517"	"821"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"6890"	"4720"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8587, 12563"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS -> APC"
"2"	"6891"	"4803"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8737"	"822"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA"
"2"	"6892"	"4879"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 4797, 8869, 12565"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> PIK3CA -> APC -> APC"
"2"	"6893"	"4891"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5325, 8891, 12567"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> PIK3CA -> PIK3CA"
"2"	"6894"	"4919"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 6539, 8941, 12569"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC -> PIK3CA"
"2"	"6896"	"4965"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9025, 12575"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53 -> KRAS"
"2"	"6897"	"5073"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9227, 12577"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6898"	"5148"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9367, 12579"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6899"	"5184"	"85"	1	1	"1 1 1 1"	"0 0 0 1"	"9439, 239, 455, 1747, 2189, 12581"	"618"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"2"	"6900"	"5189"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9447, 12583"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6901"	"5248"	"85"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189"	"627, 824"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"2"	"6902"	"5305"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9657, 12585"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA -> APC"
"2"	"6903"	"5341"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 9721, 12587"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC"
"2"	"6905"	"5490"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 9985, 12591"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6906"	"5501"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 607, 2881, 10003, 12593"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> TP53 -> APC"
"2"	"6907"	"5566"	"85"	1	1	"1 1 1 1"	"0 0 0 1"	"213, 239, 607, 2881, 10135, 12595"	"0"	"PIK3CA -> APC -> TP53 -> KRAS -> APC"
"2"	"6908"	"5606"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 5327, 10209, 12597"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC -> APC -> KRAS"
"2"	"6909"	"5687"	"85"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 8421, 10355, 12599"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53 -> APC -> APC"
"1"	"6910"	"875"	"86"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 893, 1603, 12601"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> TP53 -> APC"
"1"	"6911"	"875"	"86"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 293, 893, 1603, 12603"	"0"	"PIK3CA -> APC -> PIK3CA -> APC -> TP53 -> TP53"
"1"	"6912"	"952"	"86"	0	0.75	"1 0 1 1"	"0 0 0 0"	"213, 239, 455, 1747"	"826"	"PIK3CA -> APC -> APC -> TP53 -> PIK3CA"
"1"	"6913"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12605"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6914"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12607"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6915"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12609"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6916"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12611"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6917"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12613"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6918"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12615"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6919"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12617"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6920"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12619"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6921"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12621"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6922"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12623"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6923"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 12625, 2189"	"827"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6924"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12627"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6925"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12629"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6926"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12631"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6927"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12633"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6928"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12635"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6929"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 12637, 2189"	"828"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6930"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 1 0"	"213, 239, 455, 1747, 2189, 12639"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6931"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12641"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6932"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12643"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6933"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12645"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6934"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12647"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6935"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12649"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6936"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 239, 455, 1747, 2189, 12651"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6937"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12653"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6938"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12655"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6939"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12657"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6940"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12659"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6941"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12661"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6942"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12663"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6943"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12665"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6944"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12667"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6945"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 12669, 455, 1747, 2189"	"829"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6946"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12671"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6947"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12673"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6948"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12675"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6949"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 12677, 455, 1747, 2189"	"830"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6950"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12679"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6951"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12681"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6952"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12683"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6953"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12685"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6954"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12687"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6955"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12689"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> PIK3CA"
"1"	"6956"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"831"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6957"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12691"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> KRAS"
"1"	"6958"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12693"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> TP53"
"1"	"6959"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12695"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6960"	"1197"	"86"	1	1	"1 1 1 1"	"1 0 0 0"	"213, 12697, 455, 1747, 2189"	"832"	"PIK3CA -> APC -> APC -> TP53 -> KRAS"
"1"	"6961"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189"	"833"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6962"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12699"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6963"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12701"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
"1"	"6964"	"1197"	"86"	1	1	"1 1 1 1"	"0 0 0 0"	"213, 239, 455, 1747, 2189, 12703"	"0"	"PIK3CA -> APC -> APC -> TP53 -> KRAS -> APC"
